Input 1,Input 2,Input 3,Input 4,Input 5,Input 6,Input 7,Input 8,Input 9,Input 10,Input 11,Input 12,class
3.832,3.708,4.79,4.832,0.7166,1.089,0.6592,-9999,0.3857,1.461,1.003,0.9009,three
3.787,3.759,5.132,4.752,0.6714,1.176,0.4932,0.2881,0.5164,1.414,1.096,0.813,three
4.036,3.645,5.056,4.729,0.7922,1.085,0.5847,0.3406,0.614,1.559,1.039,0.8374,three
4.082,3.824,4.988,4.895,0.6567,1.246,0.5261,0.3601,-9999,1.603,1.105,0.8496,three
4.185,3.561,5.145,-9999,0.7996,1.344,0.6482,0.3052,0.5896,1.506,1.105,0.7556,three
3.86,3.777,5.223,5.029,0.7227,1.201,-9999,0.2856,0.5688,1.75,1.077,0.8093,three
3.862,3.536,5.336,4.7,0.7324,1.353,0.5115,0.2539,0.6531,1.658,1.046,0.8936,three
4.224,3.536,5.164,4.95,0.863,1.208,0.5566,0.3442,0.5981,1.821,1.083,0.9277,three
3.954,3.605,5.222,5.116,0.8093,1.244,0.4456,0.26,0.6213,1.787,0.9753,0.6165,three
3.833,3.635,5.31,4.926,0.9937,1.34,0.5481,0.4236,0.5725,1.871,1.193,0.7117,three
3.877,3.685,5.842,4.844,0.824,1.284,0.5664,0.3088,0.6702,1.892,1.172,0.6665,three
3.955,3.439,5.074,4.86,0.7666,1.305,0.5701,0.2771,0.5835,1.913,1.121,0.498,three
4.128,3.578,5.702,5.244,0.658,1.407,0.4224,0.188,0.3149,1.842,1.093,0.7678,three
3.978,3.756,5.082,4.988,0.741,1.392,0.5444,0.3406,0.6836,1.981,1.086,0.8813,three
4.194,3.699,5.326,4.812,0.7617,1.405,0.5872,0.2356,0.8203,2.051,0.9485,0.6775,three
4.275,3.579,5.326,4.955,0.7764,1.382,0.5005,0.2441,0.5896,1.953,1.146,0.8618,three
4.254,3.582,-9999,5.066,0.7959,1.283,0.5115,0.3125,0.6262,2.064,1.118,0.8716,three
4.177,3.428,5.385,4.977,0.8972,1.434,0.5139,0.2649,0.5029,2.113,0.9375,0.7312,three
4.171,3.56,5.455,4.929,0.8801,1.472,0.5347,0.3699,0.7812,2.192,1.133,0.6335,three
4.282,3.58,5.638,4.89,0.7202,1.418,0.5298,0.2539,0.7361,2.136,1.056,0.946,three
4.268,3.513,-9999,5.284,0.7898,1.367,0.4956,0.2063,0.5811,2.086,1.268,0.6677,three
4.052,3.767,5.266,5.056,0.769,1.35,0.6152,0.2832,0.5469,2.039,1.256,0.8862,three
4.156,3.418,5.511,4.91,0.7849,1.356,0.4761,0.1172,0.7251,2.133,1.298,0.5371,three
4.136,3.586,5.353,5.116,0.824,1.428,0.4944,0.2271,0.614,2.156,1.194,0.8228,three
4.163,3.723,5.145,4.99,0.8765,1.462,0.5591,0.2893,-9999,2.445,1.135,0.6982,three
4.318,3.473,5.242,5.161,0.8459,1.461,0.4687,0.2734,0.6445,2.228,1.176,0.719,three
4.236,3.619,5.381,4.775,0.719,1.428,0.4944,0.1978,0.6726,2.277,1.217,0.8264,three
4.388,3.423,5.632,5.327,0.7019,1.401,0.5518,0.282,0.6323,2.241,1.294,0.8179,three
3.933,3.387,5.371,4.966,0.7788,1.483,0.5713,0.2551,0.7385,2.195,1.075,0.9155,three
4.052,3.636,5.472,5.22,0.741,1.208,0.5554,0.1477,0.6885,2.059,1.182,0.7727,three
4.055,3.439,5.707,5.135,0.8118,1.464,0.542,0.2429,0.5762,2.22,1.074,0.9119,three
4.299,3.42,5.723,4.893,0.8728,1.432,0.5688,0.2539,0.6262,2.307,-9999,0.7678,three
4.054,3.403,5.782,5.189,0.8752,1.332,0.5676,0.2246,0.6714,2.032,1.174,0.8765,three
-9999,3.411,5.52,5.012,0.78,1.349,0.4993,0.2856,0.575,2.25,1.219,0.7166,three
4.246,3.516,5.071,4.701,0.8228,1.448,0.4675,0.3577,0.6189,2.22,1.139,0.7214,three
4.207,3.579,5.089,4.917,0.6543,1.501,0.6482,0.2405,0.6201,2.277,1.169,0.8093,three
4,3.601,5.449,4.962,0.7898,1.372,0.6177,0.4004,0.6641,2.322,1.075,0.9363,three
3.94,3.505,5.626,4.628,0.8154,1.398,0.5884,0.2722,0.4993,2.125,1.158,0.8252,three
3.979,3.524,5.328,5.222,0.7483,1.344,0.4138,0.2771,0.4858,2.283,1.132,0.5835,three
4.225,3.438,5.314,5.281,0.686,1.475,0.4712,0.2393,0.7129,2.147,1.074,0.9668,three
4.053,3.688,5.66,4.996,0.8545,1.448,0.5737,0.415,0.6641,2.355,1.047,0.99,three
4.296,3.527,5.417,5.209,0.7336,1.371,0.4675,0.1086,0.7104,2.202,1.238,0.8191,three
4.071,3.492,5.356,5.083,0.7373,1.45,0.5652,0.2551,0.6494,2.332,1.184,0.8398,three
4.28,3.638,5.372,4.816,0.8069,1.509,0.6445,0.321,0.5737,2.311,1.166,0.7507,three
4.313,3.749,5.236,5.005,0.8069,1.426,0.5212,0.3601,0.5164,2.366,1.135,0.8533,three
4.121,3.613,5.422,4.677,0.7788,1.426,0.6934,0.2283,0.5957,2.181,1.237,0.9387,three
4.004,3.459,5.366,4.622,0.7007,1.243,0.5591,0.3125,0.6079,2.104,1.066,0.8862,three
4.006,3.541,5.433,4.89,0.7739,1.438,0.4858,0.199,0.603,2.313,1.271,0.813,three
1.511,2.428,2.922,2.174,0.3223,0.1038,0.155,0.1477,0.2954,1.484,1.167,5.697,one
1.445,2.612,2.919,2.106,0.1709,0.2588,0.2686,0.1526,0.1807,1.487,1.033,5.399,one
1.34,2.357,3.129,2.177,0.1624,0.1367,0.1428,0.08179,0.1697,1.433,1.13,5.116,one
1.399,2.448,2.782,2.224,0.1672,0.1819,0.2075,0.02563,0.08179,1.426,1.353,5.265,one
1.471,2.43,3.053,2.12,0.2051,-9999,0.1782,0.1697,0.2148,1.343,1.075,5.746,one
1.392,2.592,3.035,1.963,0.2173,-9999,0.1562,0.1428,0.2332,1.414,1.187,4.962,one
1.492,2.415,2.982,2.008,0.2417,0.09644,0.0293,0.03174,0.1807,1.454,1.008,5.488,one
1.517,2.462,2.993,2.141,0.1978,0.1746,0.1147,0.155,0.238,1.394,1.172,5.647,one
1.511,2.413,2.999,2.179,0.2344,0.1257,0.2454,0.1453,0.2161,1.42,1.185,5.648,one
1.418,2.538,3.031,1.915,0.2063,0.238,0.1099,0.1099,0.2515,1.423,1.173,5.614,one
1.434,2.576,3.009,2.152,0.2734,0.188,-9999,0.1416,0.01099,1.515,1.184,5.411,one
1.342,2.449,2.826,2.145,0.2271,0.1697,0.1611,0.1746,0.188,1.495,1.088,5.566,one
1.581,2.395,3.065,2.02,0.2246,0.1794,0.1965,0.04639,0.1733,1.41,1.119,4.921,one
1.451,2.596,2.979,2.186,0.1782,0.03906,0.09888,0.2795,0.2063,1.35,1.183,5.398,one
1.447,2.317,2.946,2.141,0.3174,0.1807,0.144,0.1221,0.07935,1.368,1.158,5.568,one
1.544,2.471,2.8,1.937,0.1843,0.155,-0.1074,0.1758,0.1758,1.328,1.136,5.443,one
1.415,2.601,2.999,2.024,0.1758,0.127,0.2039,0.01709,0.3125,1.364,1.121,5.5,one
1.494,2.614,2.948,2.139,0.1721,0.06348,0.09155,0.02808,0.2417,1.412,1.082,5.391,one
1.436,2.4,2.676,1.705,0.2539,0.05615,0.2014,0.1147,0.1831,1.353,1.163,5.383,one
1.481,2.507,3.044,1.857,0.1965,0.2747,0.3467,0.09521,0.09888,1.41,1.254,5.068,one
1.58,2.654,2.991,2.054,0.1074,0.1611,0.2063,0.2271,0.1245,1.392,1.342,4.935,one
1.451,2.389,2.888,1.981,0.3455,0.1038,0.1611,0.144,0.2368,1.407,1.123,5.404,one
1.528,2.482,2.833,1.964,0.09644,0.1843,0.1892,0.1135,-0.02808,1.443,1.132,4.801,one
1.484,2.429,2.969,1.981,0.2124,0.1733,0.2527,0.001221,0.1343,-9999,1.132,5.767,one
1.399,2.539,2.847,2.214,0.177,0.177,0.1587,0.1636,0.09766,1.423,1.144,5.166,one
1.437,2.671,3.152,1.96,0.238,0.1892,0.1453,-0.07324,0.2405,1.326,1.085,5.209,one
-9999,2.509,3.01,1.938,0.3088,0.1147,0.1233,0.07568,0.07324,1.445,1.14,5.421,one
1.322,2.499,2.83,2.244,0.177,0.2051,0.238,0.1538,0.2283,1.449,1.034,5.021,one
1.467,2.491,2.849,1.788,0.2222,0.1782,0.1672,0.1074,-0.01343,1.368,1.154,5.723,one
1.588,2.507,2.894,2.139,0.1917,0.1489,0.166,0.1135,0.1624,1.461,1.177,5.027,one
1.373,2.631,2.969,2.112,0.2002,0.1917,0.2124,0.06958,0.1721,1.528,0.9888,5.524,one
1.378,2.493,2.968,-9999,0.3052,0.127,0.1929,0.1001,0.2185,-9999,1.069,4.963,one
1.493,2.626,3.047,2.012,0.2625,0.2747,0.2515,0.1428,0.2478,1.422,1.145,5.503,one
1.71,2.498,2.792,2.405,0.188,0.2563,0.2466,0.2173,0.21,1.392,1.069,5.068,one
1.646,2.399,3.176,2.738,0.3882,0.2795,0.1965,0.09644,0.4248,1.361,1.31,5.001,one
-9999,2.48,3.229,2.927,0.3064,0.2563,0.3113,0.1721,0.3735,1.407,1.226,5.477,one
1.794,2.253,3.306,3.159,0.3613,0.2856,0.2197,0.05249,0.4529,1.477,1.158,5.551,one
1.979,2.402,3.245,3.215,0.2771,0.3235,0.2576,0.2112,0.2783,1.418,1.113,5.526,one
2.335,2.45,3.357,2.963,0.3906,0.2881,0.2197,0.1428,0.3369,1.517,1.241,5.037,one
3.164,2.344,3.638,4.086,0.9167,0.5139,0.4614,0.293,0.3247,1.538,1.122,4.772,one
3.809,2.051,4.479,5.377,1.265,0.9729,0.686,0.5273,1.049,1.488,1.342,5.237,one
4.052,1.892,5.388,5.432,1.611,1.501,0.9277,0.4614,1.454,1.81,1.554,4.807,one
4.425,1.785,5.637,5.642,1.847,1.958,0.9229,-9999,1.653,2.576,2.031,4.832,one
4.436,1.735,-9999,5.88,1.91,2.312,1.04,0.553,1.827,3.776,2.489,5.685,one
4.531,1.586,5.242,5.83,2.087,2.279,1.107,0.6201,1.826,4.924,2.798,4.977,one
4.468,1.422,5.703,5.914,2.207,2.496,1.121,0.7031,1.996,5.183,-9999,5.518,one
4.484,1.36,5.388,5.874,2.201,-9999,1.101,0.603,2.045,5.029,5.294,5.051,one
4.337,1.266,5.596,5.895,2.144,2.726,1.211,0.5164,2.103,5.007,5.59,5.69,one
4.465,1.259,5.548,5.935,-9999,2.655,1.112,0.6897,2.208,5.168,5.427,4.974,one
4.568,1.169,5.299,5.858,2.333,2.747,1.223,0.6555,2.137,5.215,5.568,5.334,one
4.366,1.239,5.776,5.936,2.246,2.71,1.213,0.6897,2.156,4.941,5.438,5.278,one
4.323,1.246,5.331,5.901,2.351,2.57,1.099,0.6982,2.134,5.094,5.422,5.47,one
4.576,1.138,5.663,5.886,2.313,2.74,1.171,0.6946,2.125,5.103,5.333,5.701,one
4.468,0.9839,5.391,5.918,2.283,2.683,1.099,0.6738,2.172,5.15,5.557,5.123,one
4.46,1.096,5.411,5.88,2.378,2.941,1.34,0.6226,2.212,5.16,5.441,4.989,one
4.354,1.052,5.323,5.87,2.191,2.799,1.284,0.6433,2.173,5.121,5.515,4.867,one
4.559,0.9668,5.564,5.912,2.3,2.747,1.195,0.6958,2.08,5.012,5.549,5.276,one
4.406,0.9082,5.493,5.929,2.178,2.676,1.272,0.6555,2.03,5.027,5.385,4.675,one
4.485,0.9656,5.477,5.913,2.288,2.799,1.204,0.625,2.191,5.083,5.441,4.768,one
4.639,0.9937,5.577,5.907,2.269,2.772,1.229,0.6604,2.263,5.231,5.546,5.472,one
4.319,0.9924,5.71,5.975,2.354,2.628,1.219,0.7349,2.211,5.228,5.502,5.239,one
4.386,0.918,5.353,5.941,2.242,2.843,1.094,0.6836,2.164,5.021,5.339,5.291,one
4.539,0.9314,5.436,5.98,2.257,2.795,1.268,0.7202,2.22,5.116,5.566,5.405,one
4.32,0.8789,5.546,5.919,2.136,2.921,1.323,0.6702,2.244,5.101,5.576,4.813,one
4.401,0.957,5.762,5.92,2.236,2.784,1.21,0.7324,2.223,4.983,5.343,5.61,one
4.241,0.8765,5.674,5.911,2.177,2.744,1.133,0.7776,2.089,4.998,5.465,4.888,one
4.55,0.8179,5.757,5.952,2.286,2.808,1.211,0.7056,2.192,4.958,5.563,4.963,one
4.298,0.8826,5.646,5.92,2.296,2.72,1.282,0.697,2.229,4.988,5.511,4.763,one
4.241,0.8899,5.696,5.923,2.312,2.816,1.196,0.7361,2.085,4.951,5.393,5.612,one
4.27,0.8362,5.808,5.901,2.207,2.722,1.256,0.73,2.052,5.042,5.431,5.631,one
4.547,0.8813,5.699,5.901,2.142,2.786,1.149,0.6348,2.119,5.033,5.405,5.121,one
4.493,0.8167,5.427,5.925,2.125,2.668,1.167,0.564,2.117,4.962,5.298,5.327,one
4.496,0.8789,5.863,5.845,2.129,2.725,1.113,0.73,2.061,5.039,5.328,5.388,one
4.241,0.7776,5.522,5.894,1.984,2.715,1.37,0.6628,2.069,5.128,5.472,4.949,one
4.425,0.8374,5.554,5.917,2.169,2.882,1.143,0.7153,2.2,5.063,5.32,5.514,one
4.299,0.8313,5.417,5.847,2.227,2.76,1.173,0.7166,-9999,5.084,5.406,5.726,one
4.447,0.6433,5.549,5.94,2.124,2.703,1.238,0.7117,2.107,5.121,5.304,5.706,one
-9999,0.8191,5.793,5.875,2.235,2.775,1.125,0.6335,2.137,5.011,5.276,5.211,one
4.509,0.802,5.936,5.89,2.169,2.709,1.221,0.6055,2.129,5.106,5.383,5.365,one
4.47,0.8679,5.632,5.905,2.08,2.711,1.194,0.6299,2.057,4.968,5.483,5.208,one
4.482,0.8167,5.879,5.886,2.255,2.759,1.221,0.7031,2.084,5.083,5.45,5.342,one
4.404,0.7593,5.232,5.944,2.283,2.769,1.26,0.7178,2.107,4.985,5.437,5.364,one
4.265,0.8569,5.312,5.896,2.173,2.727,1.21,0.6543,2.115,5.084,5.381,5.125,one
4.385,0.885,5.627,5.913,2.203,2.765,1.169,0.5798,2.101,5.139,5.289,5.67,one
4.497,0.8032,5.488,5.919,2.014,2.732,1.189,0.6226,1.969,5.261,5.493,5.807,one
4.362,0.8716,5.524,5.958,2.126,2.728,1.169,0.658,2.184,5.112,5.392,5.342,one
4.452,0.8655,-9999,5.924,2.208,2.736,1.104,0.6689,2.141,5.037,5.417,5.524,one
4.537,0.8069,5.599,5.947,2.125,2.726,1.185,0.7214,2.062,5.032,5.592,5.767,one
4.536,0.7837,5.41,5.928,2.081,2.759,1.093,0.708,2.097,5.143,5.333,5.419,one
4.509,0.8777,5.42,5.887,2.097,2.804,1.146,0.7642,2.083,4.889,5.424,5.37,one
4.406,0.8203,5.562,5.858,2.032,-9999,1.263,0.7581,2.085,5.217,5.486,5.383,one
4.546,0.6311,5.619,5.89,2.206,2.781,1.111,0.7104,2.028,5.023,5.298,5.563,one
4.574,0.8228,5.51,5.968,2.214,2.664,1.218,0.7056,2.048,5.023,5.464,5.343,one
4.597,0.8301,5.657,5.867,2.224,2.817,1.184,0.7153,2.042,5.034,5.221,5.529,one
1.483,2.969,3.61,2.614,0.2698,0.1392,0.2527,0.1575,0.1575,1.051,1.013,4.68,one
1.493,2.975,3.291,2.727,0.2271,0.1221,0.2454,0.105,0.26,1.217,1.035,5.696,one
1.694,3.086,3.483,2.474,0.2612,0.1709,0.2747,0.06714,0.2966,1.025,1.045,5.571,one
1.567,3.049,3.374,2.413,0.2527,0.1599,0.2698,0.1672,0.2844,1.133,1.005,4.824,one
1.598,3.154,3.641,2.554,0.2515,0.2026,0.06226,0.1526,0.2966,1.121,0.9937,5.261,one
1.493,3.075,3.428,2.649,0.2332,0.2515,0.1135,0.1929,0.2405,1.033,0.8496,5.538,one
1.613,2.858,3.531,2.467,0.2405,0.2271,0.1868,0.1318,0.1794,1.019,0.9863,5.247,one
1.617,3.037,3.42,2.501,0.1868,0.3638,0.2783,0.2014,0.2637,1.011,0.8691,4.993,one
1.63,2.976,3.719,2.675,0.2185,0.1807,0.271,0.2075,0.2222,1.099,0.9802,5.217,one
1.472,2.881,3.712,2.856,0.2344,0.2417,0.08179,0.1855,0.2515,1.077,0.9949,5.476,one
1.663,3.184,3.374,2.896,0.2832,0.2502,0.1855,0.05615,0.2234,1.078,1.011,5.416,one
1.628,2.975,3.348,2.836,0.2673,0.2759,0.2612,0.1514,0.3284,1.078,0.8813,4.902,one
1.488,2.971,3.528,2.909,0.07935,0.05859,0.05615,0.1147,0.3088,1.122,1.012,5.637,one
1.661,3.163,3.354,2.811,0.03662,0.2307,0.1733,0.1367,0.2271,1.119,0.9607,5.283,one
1.482,2.937,3.629,2.848,0.249,0.188,0.1099,0.1831,0.304,1.132,1.029,5.573,one
1.737,3.04,3.363,2.847,0.1306,0.1697,0.2026,0.0647,0.3406,1.085,1.062,5.448,one
1.565,2.871,3.351,2.749,0.3198,0.1929,0.1807,0.1013,0.1819,1.105,0.9668,4.845,one
1.553,3.156,3.323,3.402,0.155,0.2673,0.02319,0.1392,0.2722,1.04,0.8789,5.341,one
1.696,3.223,3.45,3.175,0.282,0.1416,0.1245,0.2014,0.293,1.036,0.929,5.403,one
1.433,2.909,3.832,3.342,0.3967,0.1611,0.1599,0.1562,0.2405,1.078,0.9705,5.233,one
1.674,3.049,3.312,3.154,0.2673,0.1538,0.3369,0.05493,0.2771,1.116,0.9204,4.873,one
1.614,3.219,3.608,3.269,0.3699,0.1489,0.2014,0.105,0.282,1.198,1.047,5.361,one
1.61,3.029,3.512,2.941,0.321,0.1733,0.1929,0.08789,0.2747,1.119,0.9717,5.208,one
1.663,2.858,3.617,3.217,0.4321,0.1575,0.1794,0.2393,0.3186,1.147,1.093,5.624,one
1.635,3.074,3.629,3.19,0.3198,0.1562,0.166,0.1123,0.2905,1.071,1.014,5.198,one
1.509,3.094,3.518,3.159,0.2283,0.2234,0.2222,0.2075,0.2527,1.204,1.005,5.233,one
1.591,2.883,3.525,3.339,0.3394,0.2283,0.2905,0.2319,0.3564,1.168,0.9717,4.978,one
1.622,2.803,3.538,-9999,0.3369,0.1892,0.2283,0.1099,0.3333,1.133,1.055,5.12,one
1.611,3.192,3.601,3.372,0.2771,0.304,0.3088,0.2319,0.4175,1.135,1.047,5.4,one
1.663,2.955,3.557,3.264,0.3125,0.2026,0.2075,0.1147,0.3149,1.151,1.04,4.852,one
-9999,3.069,3.459,3.119,0.2966,0.1282,0.2271,0.1904,0.3186,1.156,0.8289,4.929,one
1.575,3.052,3.26,3.099,0.2002,0.2295,0.1611,-0.006104,0.3088,1.246,0.8521,5.399,one
1.516,2.96,3.514,3.198,0.3833,0.09521,0.1843,0.1196,0.2893,1.122,1.14,5.634,one
1.584,3.07,3.538,3.225,0.2856,0.2063,0.1807,0.1257,0.343,1.262,1.034,5.33,one
1.833,3.058,3.607,3.337,0.3491,0.2307,0.2087,0.1465,0.3088,-9999,1.086,5.415,one
2.714,2.889,3.599,3.203,0.3601,0.1599,0.2148,0.2551,0.3381,1.222,1.057,5.46,one
3.392,3.104,3.778,4.453,0.4602,0.2075,0.26,0.1172,0.4248,1.248,1.062,5.283,one
3.499,2.938,4.331,5.2,0.3503,0.3821,0.2832,0.1111,0.4736,1.228,1.021,5.425,one
3.512,2.745,4.661,5.49,0.575,0.4138,0.2478,0.2075,0.6238,1.204,1.11,4.929,one
3.828,2.867,4.996,5.468,0.7556,0.4797,0.5164,0.293,0.8191,1.212,1.096,5.609,one
4.015,2.487,5.063,5.638,0.8386,0.7275,0.4614,0.3516,0.9045,1.427,1.213,5.04,one
4.105,2.557,5.293,5.74,0.9106,0.9277,0.7202,0.3027,0.9534,1.456,1.351,5.209,one
3.949,2.604,5.438,5.735,0.929,1.14,0.4297,0.3979,1.016,1.674,1.344,5.505,one
3.752,2.278,-9999,5.56,0.9802,1.15,0.6287,0.3918,1.147,1.91,1.497,5.612,one
3.967,2.415,5.405,5.649,1.014,1.239,0.5786,-9999,1.179,2.024,1.649,5.596,one
3.921,2.28,5.161,5.728,0.8435,1.318,0.6396,0.376,1.205,2.264,1.736,5.499,one
3.966,2.134,5.51,5.481,0.968,1.409,0.7068,0.3577,1.16,2.64,1.829,5.413,one
3.662,2.183,5.469,5.63,0.9851,1.466,0.5591,0.3809,1.19,2.876,1.794,5.14,one
3.618,2.119,4.976,5.391,1.031,1.459,0.603,0.3979,1.165,3.165,1.844,5.54,one
3.729,2.181,5.481,5.463,1.187,1.715,0.6238,0.4687,1.188,3.333,1.88,5.596,one
3.934,2.067,5.457,5.61,1.15,1.56,0.7471,0.4639,1.368,3.705,2.013,5.616,one
3.622,1.919,4.984,5.311,1.224,-9999,0.5933,0.3979,1.13,3.813,2.012,5.363,one
3.717,2.125,5.458,5.591,1.101,1.617,0.5835,0.2673,1.176,3.848,2.043,5.258,one
3.76,1.875,5.32,5.613,1.017,1.727,0.7434,0.3979,1.199,4.156,2.102,4.806,one
3.596,2.008,5.131,5.608,1.127,1.619,0.6934,0.4285,1.254,4.146,2.108,5.576,one
3.508,1.814,4.944,5.548,1.088,1.781,0.6702,0.4919,1.134,4.541,2.062,4.961,one
3.662,1.754,5.259,5.492,1.139,1.865,0.7361,0.2783,1.245,4.564,2.249,5.422,one
3.892,1.794,4.963,5.312,1.121,1.744,0.6396,0.5566,1.178,4.584,2.255,5.126,one
3.888,-9999,5.403,5.695,1.085,1.682,0.7007,-9999,1.196,4.69,2.198,5.698,one
3.483,1.779,5.487,5.565,1.156,1.714,0.7544,0.4797,1.143,4.78,2.217,5.652,one
3.652,1.73,5.569,5.389,1.046,1.709,0.5603,0.4529,1.091,4.948,2.211,4.819,one
3.629,1.747,5.504,5.527,1.176,1.7,0.6519,0.4407,1.111,4.945,2.263,5.027,one
3.661,1.635,5.153,5.571,1.084,1.823,0.5933,0.2722,1.019,5.011,2.172,5.422,one
3.582,1.633,5.668,5.61,1.089,1.761,0.614,0.3674,1.124,4.958,2.078,4.941,one
3.854,1.91,5.453,5.563,1.155,1.79,0.6311,0.4346,1.211,4.919,2.255,5.613,one
3.599,1.714,4.944,5.624,1.199,1.893,0.6982,0.4419,0.9705,4.987,2.295,5.494,one
3.569,1.65,5.698,5.774,1.106,1.682,0.5981,0.481,1.156,5.05,2.421,4.932,one
3.777,1.583,5.339,5.63,1.115,1.602,0.6689,0.4761,1.194,5.131,2.22,4.875,one
3.623,1.699,5.089,5.719,1.133,1.75,0.6323,0.3992,0.9375,5.081,2.317,5.243,one
3.86,1.581,5.485,5.474,1.149,1.737,0.7336,0.3784,1.146,5.186,2.419,5.447,one
3.538,1.538,4.973,5.546,1.06,1.681,0.6934,0.3906,1.213,5.059,2.3,5.792,one
3.655,1.527,5.305,5.673,1.086,1.724,0.6653,0.437,1.195,5.12,2.444,5.298,one
3.711,1.522,5.469,5.679,0.9766,1.677,0.6311,0.354,1.139,5.094,2.258,5.054,one
3.842,1.588,5.671,5.725,1.154,1.725,0.7458,0.4016,1.221,5.184,2.507,5.588,one
3.722,1.493,5.076,5.613,1.108,1.608,0.6567,0.3918,1.123,5.029,2.289,4.714,one
3.564,1.666,5.166,5.765,1.13,1.694,0.6042,0.1306,1.2,4.983,2.404,5.669,one
3.687,1.349,4.965,5.497,1.03,1.791,0.6726,0.3662,1.173,5.048,2.307,5.37,one
3.604,1.528,5.671,5.627,1.021,1.578,0.7202,0.4175,1.151,5.049,2.371,5.579,one
3.533,1.497,5.647,5.438,1.105,1.693,0.7007,0.2893,1.058,5.2,2.258,5.426,one
3.839,1.416,5.659,5.496,1.091,1.611,0.6079,0.376,1.172,5.062,2.273,4.729,one
3.798,1.523,5.487,5.691,1.035,1.724,0.6665,0.4321,1.128,5.052,2.349,5.673,one
3.632,1.501,5.646,5.681,1.084,1.675,0.5701,0.3857,1.144,5.004,2.418,4.81,one
3.491,1.514,5.671,5.629,1.068,1.589,0.6421,0.3625,1.029,4.978,2.43,5.591,one
3.486,1.382,5.181,5.721,0.9875,1.646,0.592,0.3857,1.006,5.06,2.41,5.524,one
3.701,1.373,5.631,5.699,1.002,1.666,0.5737,0.3381,1.083,5.078,2.3,5.629,one
3.777,1.558,5.052,5.704,1.097,1.626,0.5115,0.3723,1.207,5.167,2.416,5.459,one
3.672,1.571,5.228,5.365,1.069,1.626,0.7678,0.3577,1.102,5.083,2.506,4.919,one
3.845,1.436,4.869,5.669,1.039,1.544,0.6909,0.3662,1.045,5.084,2.361,5.408,one
3.669,1.328,5.653,5.555,1.067,1.615,0.5615,0.365,1.079,5.155,2.574,5.471,one
3.578,1.427,5.61,5.551,0.9839,1.508,0.5933,0.3357,1.116,5.188,2.379,4.866,one
3.724,1.422,5.729,5.513,0.9888,1.567,0.6775,0.3979,-9999,5.027,2.542,5.507,one
3.842,1.357,5.288,5.4,0.9656,1.628,0.6665,0.415,1.051,5.094,2.489,-9999,one
2.13,1.893,3.591,3.029,0.2197,0.1697,0.1831,0.1941,0.2661,1.469,1.095,5.353,one
2.096,2.035,3.534,3.047,0.332,0.2271,0.2332,0.1843,0.1929,1.521,1.195,4.762,one
2.112,2.052,3.839,3.257,0.2405,0.2441,0.238,0.1392,0.2551,1.404,1.116,5.586,one
2.075,2.103,3.458,3.027,0.2942,0.304,0.2759,0.2161,0.2466,1.47,1.177,4.934,one
2.058,2.014,3.887,3.047,0.3857,0.343,0.1404,0.03418,0.2686,1.344,1.157,5.287,one
2.123,2.148,3.606,3.013,0.3394,0.2966,0.2405,0.1282,0.2319,1.379,1.169,5.039,one
2.08,1.968,3.702,3.17,0.2795,0.2527,0.1428,0.08057,0.2209,1.521,1.176,5.67,one
2,1.962,3.793,3.007,0.1074,0.2173,0.1953,0.1099,0.05371,1.447,1.185,5.212,one
2.068,2.092,3.721,3.086,0.177,0.1562,0.1294,0.07812,0.3076,1.487,1.108,5.695,one
2.001,2.043,3.615,3.16,0.3088,0.08057,0.2209,0.04028,0.3198,1.477,1.078,5.331,one
1.941,2.17,3.701,3.105,0.2417,0.1733,0.1819,0.1453,0.354,1.484,1.106,5.199,one
2.046,2.184,3.674,3.206,0.448,0.2979,0.2795,0.155,0.2356,1.476,1.193,5.409,one
1.992,1.962,3.656,3.169,0.2783,0.2917,0.2466,0.1831,0.293,1.466,1.168,5.337,one
2.074,2.039,3.75,3.074,0.1733,0.2063,0.3137,0.1855,0.2441,1.552,1.21,4.796,one
1.942,2.201,3.759,3.068,0.2466,0.3259,0.09766,0.2893,0.2368,1.46,1.217,5.564,one
1.865,1.971,3.95,3.075,0.2197,-9999,0.2234,0.1147,0.2698,1.486,-9999,5.46,one
1.919,2.135,3.74,3.191,0.365,0.3003,0.2295,0.08301,0.4529,1.503,1.11,5.73,one
1.979,1.948,3.898,3.208,0.3333,0.2087,0.1416,0.2991,0.2466,1.436,1.064,4.806,one
1.976,2.1,3.578,3.031,0.2661,0.2869,0.2661,0.2417,0.4614,1.445,1.13,5.388,one
1.93,2.032,3.879,3.182,0.3113,0.1648,0.1965,0.1489,0.2771,1.404,1.104,5.714,one
2.04,2.062,3.792,3.254,0.3113,0.2576,0.1416,0.03418,0.2368,1.403,1.072,5.332,one
1.949,1.982,3.767,3.199,0.3296,0.2502,0.3394,0.1111,0.177,1.475,1.167,5.443,one
1.964,1.991,3.856,3.093,0.2942,0.2429,0.1721,0.1001,0.2246,1.44,1.222,4.934,one
1.902,1.94,3.615,2.966,0.2161,0.2478,0.1587,0.155,0.2368,1.42,1.128,5.156,one
1.863,2.126,3.572,3.076,0.2441,0.2625,0.1074,0.2246,0.238,1.423,1.19,5.248,one
2.02,2.156,3.481,3.297,0.1355,0.2222,0.1343,0.04272,0.1575,1.403,1.089,5.387,one
